時間,小時,平均車速,交通量,週次,週次標註
4/7,12,84.33566586,9146,6,1
4/7,13,83.96702941,9281,6,1
4/7,14,83.4809087,9376,6,1
4/7,15,83.55767031,9615,6,1
4/7,16,84.24241761,9133,6,1
4/7,17,84.63230769,8450,6,1
4/7,18,85.14771828,7582,6,1
4/7,19,85.15783228,7584,6,1
4/7,20,85.64202658,7224,6,1
4/7,21,85.69649915,7084,6,1
4/7,22,86.21480216,7607,6,1
4/7,23,86.59795466,8116,6,1
4/8,0,85.15227687,8235,0,0
4/8,1,85.53288657,8058,0,0
4/8,2,85.25283166,7681,0,0
4/8,3,85.48506959,7401,0,0
4/8,4,85.16183226,7619,0,0
4/8,5,85.40250978,7411,0,0
4/8,6,85.2490877,8495,0,0
4/8,7,84.53777624,8643,0,0
4/8,8,84.27413933,8627,0,0
4/8,9,83.73419756,9334,0,0
4/8,10,83.9320232,9312,0,0
4/8,11,84.18767833,9463,0,0
4/8,12,84.32056539,9268,0,0
4/8,13,84.02429668,9384,0,0
4/8,14,83.49346818,9492,0,0
4/8,15,83.61773795,9708,0,0
4/8,16,84.26854664,9220,0,0
4/8,17,84.60219575,8562,0,0
4/8,18,85.14428701,7693,0,0
4/8,19,85.16833355,7699,0,0
4/8,20,85.58704233,7347,0,0
4/8,21,85.69183787,7204,0,0
4/8,22,86.1717577,7726,0,0
4/8,23,86.55467801,8230,0,0
4/9,0,85.26948288,8238,1,0
4/9,1,85.58824259,8063,1,0
4/9,2,85.35699428,7692,1,0
4/9,3,85.60677189,7413,1,0
4/9,4,85.25613115,7625,1,0
4/9,5,85.52157497,7416,1,0
4/9,6,85.35700824,8490,1,0
4/9,7,84.64256749,8631,1,0
4/9,8,84.34267191,8638,1,0
4/9,9,83.82978268,9341,1,0
4/9,10,84.00181993,9341,1,0
4/9,11,84.28983212,9471,1,0
4/9,12,84.39842655,9279,1,0
4/9,13,84.06908665,9394,1,0
4/9,14,83.61742065,9483,1,0
4/9,15,83.65826561,9721,1,0
4/9,16,84.34502924,9234,1,0
4/9,17,84.71770335,8569,1,0
4/9,18,85.22096795,7707,1,0
4/9,19,85.24918926,7709,1,0
4/9,20,85.7119106,7338,1,0
4/9,21,85.77897948,7212,1,0
4/9,22,86.28277202,7720,1,0
4/9,23,86.64522796,8225,1,0
4/10,0,85.07927273,8250,2,0
4/10,1,85.42137272,8057,2,0
4/10,2,85.23642048,7677,2,0
4/10,3,85.43934072,7402,2,0
4/10,4,85.10253714,7607,2,0
4/10,5,85.36715693,7411,2,0
4/10,6,85.21659203,8486,2,0
4/10,7,84.48307443,8626,2,0
4/10,8,84.22423188,8625,2,0
4/10,9,83.70775668,9321,2,0
4/10,10,83.86927195,9340,2,0
4/10,11,84.0982951,9502,2,0
4/10,12,84.29475275,9262,2,0
4/10,13,83.91516054,9406,2,0
4/10,14,83.440867,9504,2,0
4/10,15,83.53182098,9742,2,0
4/10,16,84.20953617,9249,2,0
4/10,17,84.5544797,8572,2,0
4/10,18,85.05720586,7709,2,0
4/10,19,85.09727273,7700,2,0
4/10,20,85.50597664,7362,2,0
4/10,21,85.58142758,7215,2,0
4/10,22,86.09993536,7735,2,0
4/10,23,86.5040068,8236,2,0
4/11,0,85.25426923,8491,3,0
4/11,1,85.60864852,8302,3,0
4/11,2,85.33371126,7938,3,0
4/11,3,85.60490605,7664,3,0
4/11,4,85.27086774,7871,3,0
4/11,5,85.52342319,7642,3,0
4/11,6,85.3407034,8729,3,0
4/11,7,84.66422205,8863,3,0
4/11,8,84.36678318,8869,3,0
4/11,9,83.85633626,9564,3,0
4/11,10,84.03106045,9562,3,0
4/11,11,84.29995875,9698,3,0
4/11,12,84.42720387,9506,3,0
4/11,13,84.11912193,9612,3,0
4/11,14,83.6152579,9713,3,0
4/11,15,83.68992871,9959,3,0
4/11,16,84.36857113,9469,3,0
4/11,17,84.69968268,8824,3,0
4/11,18,85.22521051,7957,3,0
4/11,19,85.25864454,7953,3,0
4/11,20,85.70309414,7595,3,0
4/11,21,85.76600027,7453,3,0
4/11,22,86.24488772,7971,3,0
4/11,23,86.6006628,8449,3,0
4/12,0,84.97438319,8471,4,0
4/12,1,85.28088803,8288,4,0
4/12,2,85.089477,7935,4,0
4/12,3,85.35803116,7639,4,0
4/12,4,84.98687564,7848,4,0
4/12,5,85.2313628,7646,4,0
4/12,6,85.09183673,8722,4,0
4/12,7,84.40572201,8878,4,0
4/12,8,84.15093701,8858,4,0
4/12,9,83.64185364,9538,4,0
4/12,10,83.81812474,9556,4,0
4/12,11,84.13085655,9690,4,0
4/12,12,84.21727694,9504,4,0
4/12,13,83.89967705,9599,4,0
4/12,14,83.41141327,9708,4,0
4/12,15,83.5331994,9955,4,0
4/12,16,84.17645816,9464,4,0
4/12,17,84.4733674,8805,4,0
4/12,18,84.97665615,7925,4,0
4/12,19,85.00919164,7942,4,0
4/12,20,85.39445545,7575,4,0
4/12,21,85.47024849,7445,4,0
4/12,22,85.98592965,7960,4,0
4/12,23,86.33159763,8450,4,0
4/13,0,85.07852717,8392,5,1
4/13,1,85.42262631,8194,5,1
4/13,2,85.1336053,7844,5,1
4/13,3,85.45368896,7536,5,1
4/13,4,85.08373052,7763,5,1
4/13,5,85.32578766,7554,5,1
4/13,6,85.17300557,8624,5,1
4/13,7,84.46269336,8792,5,1
4/13,8,84.2103464,8776,5,1
4/13,9,83.68417722,9480,5,1
4/13,10,83.85893648,9478,5,1
4/13,11,84.14105898,9613,5,1
4/13,12,84.27334537,9413,5,1
4/13,13,83.92946102,9555,5,1
4/13,14,83.44864472,9629,5,1
4/13,15,83.53596758,9870,5,1
4/13,16,84.18305807,9385,5,1
4/13,17,84.51367433,8739,5,1
4/13,18,85.06449146,7846,5,1
4/13,19,85.07919531,7854,5,1
4/13,20,85.4832555,7495,5,1
4/13,21,85.56283114,7361,5,1
4/13,22,86.06189751,7884,5,1
4/13,23,86.43792568,8369,5,1
4/14,0,85.0614612,8363,6,1
4/14,1,85.43714845,8178,6,1
4/14,2,85.17810144,7827,6,1
4/14,3,85.42650762,7545,6,1
4/14,4,85.08040331,7736,6,1
4/14,5,85.33629492,7541,6,1
4/14,6,85.15550156,8643,6,1
4/14,7,84.48812243,8756,6,1
4/14,8,84.21467764,8748,6,1
4/14,9,83.71029816,9458,6,1
4/14,10,83.86873609,9439,6,1
4/14,11,84.14095218,9599,6,1
4/14,12,84.29723969,9383,6,1
4/14,13,83.93787512,9497,6,1
4/14,14,83.48196653,9621,6,1
4/14,15,83.53561282,9856,6,1
4/14,16,84.25764379,9354,6,1
4/14,17,84.53410657,8708,6,1
4/14,18,85.05041481,7835,6,1
4/14,19,85.08541879,7832,6,1
4/14,20,85.49010166,7476,6,1
4/14,21,85.5739427,7330,6,1
4/14,22,86.06558839,7852,6,1
4/14,23,86.46342926,8340,6,1
4/15,0,85.47166848,8277,0,0
4/15,1,85.84952357,8081,0,0
4/15,2,85.62348387,7750,0,0
4/15,3,85.85312249,7462,0,0
4/15,4,85.50653083,7656,0,0
4/15,5,85.76823056,7460,0,0
4/15,6,85.55513931,8542,0,0
4/15,7,84.86942969,8662,0,0
4/15,8,84.58832335,8684,0,0
4/15,9,84.01846515,9369,0,0
4/15,10,84.19042044,9395,0,0
4/15,11,84.47103882,9530,0,0
4/15,12,84.6238483,9334,0,0
4/15,13,84.27827743,9451,0,0
4/15,14,83.77193535,9528,0,0
4/15,15,83.84548522,9779,0,0
4/15,16,84.53573353,9277,0,0
4/15,17,84.93199722,8632,0,0
4/15,18,85.46979866,7748,0,0
4/15,19,85.51474565,7765,0,0
4/15,20,85.99810324,7381,0,0
4/15,21,86.04105814,7258,0,0
4/15,22,86.51561496,7781,0,0
4/15,23,86.88012085,8275,0,0
4/16,0,85.06539933,8364,1,0
4/16,1,85.32981466,8147,1,0
4/16,2,85.15523651,7801,1,0
4/16,3,85.39882932,7517,1,0
4/16,4,85.03317351,7717,1,0
4/16,5,85.29965343,7502,1,0
4/16,6,85.15154339,8585,1,0
4/16,7,84.44171429,8750,1,0
4/16,8,84.17798648,8731,1,0
4/16,9,83.64841927,9426,1,0
4/16,10,83.84095491,9425,1,0
4/16,11,84.10896162,9563,1,0
4/16,12,84.26243861,9366,1,0
4/16,13,83.88798991,9517,1,0
4/16,14,83.41364583,9600,1,0
4/16,15,83.47873423,9828,1,0
4/16,16,84.15846878,9352,1,0
4/16,17,84.50461467,8668,1,0
4/16,18,85.02677085,7807,1,0
4/16,19,85.04365079,7812,1,0
4/16,20,85.44463807,7460,1,0
4/16,21,85.52182241,7309,1,0
4/16,22,86.05041481,7835,1,0
4/16,23,86.42946332,8329,1,0
4/17,0,85.15552043,8224,2,0
4/17,1,85.54133002,8045,2,0
4/17,2,85.27971937,7697,2,0
4/17,3,85.55296983,7391,2,0
4/17,4,85.21387131,7584,2,0
4/17,5,85.46425193,7399,2,0
4/17,6,85.28568059,8478,2,0
4/17,7,84.5659698,8610,2,0
4/17,8,84.28236387,8613,2,0
4/17,9,83.78214745,9332,2,0
4/17,10,83.93025751,9320,2,0
4/17,11,84.23050095,9462,2,0
4/17,12,84.37065053,9254,2,0
4/17,13,84.00458129,9386,2,0
4/17,14,83.51581278,9486,2,0
4/17,15,83.60043241,9713,2,0
4/17,16,84.27269772,9230,2,0
4/17,17,84.62640056,8568,2,0
4/17,18,85.16790316,7683,2,0
4/17,19,85.18081373,7693,2,0
4/17,20,85.62575014,7332,2,0
4/17,21,85.70302946,7196,2,0
4/17,22,86.19565217,7728,2,0
4/17,23,86.55046319,8204,2,0
4/18,0,84.92527916,8418,3,0
4/18,1,85.30169161,8217,3,0
4/18,2,84.997714,7874,3,0
4/18,3,85.28477084,7571,3,0
4/18,4,84.91519979,7783,3,0
4/18,5,85.1784205,7572,3,0
4/18,6,85.03772711,8641,3,0
4/18,7,84.33481178,8793,3,0
4/18,8,84.09331207,8777,3,0
4/18,9,83.5807097,9497,3,0
4/18,10,83.7221871,9492,3,0
4/18,11,84.01172564,9637,3,0
4/18,12,84.17475111,9442,3,0
4/18,13,83.85270426,9559,3,0
4/18,14,83.34655727,9629,3,0
4/18,15,83.45854844,9879,3,0
4/18,16,84.09331061,9388,3,0
4/18,17,84.38871724,8739,3,0
4/18,18,84.89904641,7865,3,0
4/18,19,84.92224622,7871,3,0
4/18,20,85.32468051,7512,3,0
4/18,21,85.39869636,7364,3,0
4/18,22,85.92311596,7882,3,0
4/18,23,86.28501609,8389,3,0
4/19,0,85.00600096,8332,4,0
4/19,1,85.32998037,8152,4,0
4/19,2,85.06853702,7806,4,0
4/19,3,85.33475253,7516,4,0
4/19,4,85.00622084,7716,4,0
4/19,5,85.24553928,7510,4,0
4/19,6,85.10304368,8608,4,0
4/19,7,84.42387821,8736,4,0
4/19,8,84.1270459,8737,4,0
4/19,9,83.65855731,9413,4,0
4/19,10,83.84842038,9401,4,0
4/19,11,84.09396885,9567,4,0
4/19,12,84.20059816,9362,4,0
4/19,13,83.89155865,9489,4,0
4/19,14,83.43182293,9578,4,0
4/19,15,83.46882641,9816,4,0
4/19,16,84.14950273,9351,4,0
4/19,17,84.45523678,8679,4,0
4/19,18,84.97692012,7799,4,0
4/19,19,85.00102472,7807,4,0
4/19,20,85.38623558,7454,4,0
4/19,21,85.48891322,7306,4,0
4/19,22,85.99425214,7829,4,0
4/19,23,86.39318291,8332,4,0
4/20,0,85.01558782,8404,5,1
4/20,1,85.34457157,8216,5,1
4/20,2,85.12913486,7860,5,1
4/20,3,85.36889358,7574,5,1
4/20,4,85.04630225,7775,5,1
4/20,5,85.25962045,7588,5,1
4/20,6,85.10818612,8661,5,1
4/20,7,84.43019684,8789,5,1
4/20,8,84.17288869,8786,5,1
4/20,9,83.70424613,9491,5,1
4/20,10,83.86710263,9481,5,1
4/20,11,84.11338174,9640,5,1
4/20,12,84.26962348,9402,5,1
4/20,13,83.89386644,9554,5,1
4/20,14,83.41605386,9655,5,1
4/20,15,83.51752702,9899,5,1
4/20,16,84.194335,9391,5,1
4/20,17,84.4954202,8734,5,1
4/20,18,85.03538246,7857,5,1
4/20,19,85.03150407,7872,5,1
4/20,20,85.45598615,7509,5,1
4/20,21,85.51674122,7377,5,1
4/20,22,86.027894,7887,5,1
4/20,23,86.39921326,8389,5,1
4/21,0,85.22271903,8275,6,1
4/21,1,85.60250062,8078,6,1
4/21,2,85.32017601,7727,6,1
4/21,3,85.5910556,7446,6,1
4/21,4,85.23866754,7655,6,1
4/21,5,85.5184937,7462,6,1
4/21,6,85.30725079,8537,6,1
4/21,7,84.6145677,8663,6,1
4/21,8,84.34444957,8666,6,1
4/21,9,83.81928739,9374,6,1
4/21,10,84.00352338,9366,6,1
4/21,11,84.27780114,9514,6,1
4/21,12,84.40393083,9311,6,1
4/21,13,84.03435479,9431,6,1
4/21,14,83.57456186,9529,6,1
4/21,15,83.65149185,9753,6,1
4/21,16,84.33049385,9274,6,1
4/21,17,84.69285382,8592,6,1
4/21,18,85.21025442,7743,6,1
4/21,19,85.25313186,7743,6,1
4/21,20,85.67744992,7388,6,1
4/21,21,85.75310688,7242,6,1
4/21,22,86.25093633,7743,6,1
4/21,23,86.6245299,8243,6,1
4/22,0,85.10953685,8399,0,0
4/22,1,85.46375578,8222,0,0
4/22,2,85.24022418,7851,0,0
4/22,3,85.47632238,7581,0,0
4/22,4,85.11584503,7769,0,0
4/22,5,85.36926121,7580,0,0
4/22,6,85.1925078,8649,0,0
4/22,7,84.50284608,8784,0,0
4/22,8,84.24069225,8783,0,0
4/22,9,83.74957841,9488,0,0
4/22,10,83.92998526,9498,0,0
4/22,11,84.17257463,9648,0,0
4/22,12,84.34190122,9415,0,0
4/22,13,83.95063278,9561,0,0
4/22,14,83.52086137,9659,0,0
4/22,15,83.58517095,9886,0,0
4/22,16,84.23090037,9385,0,0
4/22,17,84.57699783,8747,0,0
4/22,18,85.10287751,7854,0,0
4/22,19,85.10038217,7850,0,0
4/22,20,85.53466401,7515,0,0
4/22,21,85.59904827,7355,0,0
4/22,22,86.14535547,7891,0,0
4/22,23,86.49062687,8375,0,0
4/23,0,85.03703265,8452,1,0
4/23,1,85.40940492,8251,1,0
4/23,2,85.13785254,7907,1,0
4/23,3,85.43203883,7622,1,0
4/23,4,85.04333376,7823,1,0
4/23,5,85.30570492,7625,1,0
4/23,6,85.14277516,8713,1,0
4/23,7,84.43567714,8846,1,0
4/23,8,84.19199365,8818,1,0
4/23,9,83.66446472,9537,1,0
4/23,10,83.87218203,9537,1,0
4/23,11,84.13207352,9684,1,0
4/23,12,84.29139353,9458,1,0
4/23,13,83.92130258,9581,1,0
4/23,14,83.44398597,9694,1,0
4/23,15,83.53264709,9909,1,0
4/23,16,84.18450615,9436,1,0
4/23,17,84.51594533,8780,1,0
4/23,18,85.03717284,7909,1,0
4/23,19,85.03241675,7928,1,0
4/23,20,85.45178808,7550,1,0
4/23,21,85.53340532,7409,1,0
4/23,22,86.03713997,7916,1,0
4/23,23,86.414469,8418,1,0
4/24,0,84.88605607,8276,2,0
4/24,1,85.25683195,8087,2,0
4/24,2,84.98665457,7718,2,0
4/24,3,85.25584835,7438,2,0
4/24,4,84.90761581,7642,2,0
4/24,5,85.17456058,7453,2,0
4/24,6,85.05730021,8534,2,0
4/24,7,84.32656592,8669,2,0
4/24,8,84.04501385,8664,2,0
4/24,9,83.57612291,9373,2,0
4/24,10,83.77113843,9355,2,0
4/24,11,83.99401072,9517,2,0
4/24,12,84.14578637,9315,2,0
4/24,13,83.86032926,9415,2,0
4/24,14,83.33092016,9531,2,0
4/24,15,83.52750743,9761,2,0
4/24,16,84.05325571,9276,2,0
4/24,17,84.35939675,8620,2,0
4/24,18,84.87905414,7739,2,0
4/24,19,84.91823818,7742,2,0
4/24,20,85.32719144,7381,2,0
4/24,21,85.3990889,7244,2,0
4/24,22,85.91332904,7765,2,0
4/24,23,86.31247731,8263,2,0
4/25,0,85.9926065,8521,3,0
4/25,1,86.35274383,8346,3,0
4/25,2,86.14641784,7984,3,0
4/25,3,86.36835279,7710,3,0
4/25,4,86.06442223,7901,3,0
4/25,5,86.35066961,7691,3,0
4/25,6,86.05181052,8782,3,0
4/25,7,85.37821449,8905,3,0
4/25,8,85.09039928,8916,3,0
4/25,9,84.57462298,9615,3,0
4/25,10,84.72575773,9601,3,0
4/25,11,84.87394872,9750,3,0
4/25,12,85.12471107,9518,3,0
4/25,13,84.77004351,9654,3,0
4/25,14,84.09566732,9763,3,0
4/25,15,84.34479656,10003,3,0
4/25,16,85.0714436,9504,3,0
4/25,17,85.18652674,8862,3,0
4/25,18,86.0382835,7993,3,0
4/25,19,85.91902378,7990,3,0
4/25,20,86.49796934,7633,3,0
4/25,21,86.6015479,7494,3,0
4/25,22,87.03152364,7994,3,0
4/25,23,87.33651355,8490,3,0
4/26,0,84.85694101,8493,4,0
4/26,1,85.20985423,8301,4,0
4/26,2,84.93722481,7949,4,0
4/26,3,85.1928861,7647,4,0
4/26,4,84.87763659,7870,4,0
4/26,5,85.10999609,7673,4,0
4/26,6,85.0041157,8747,4,0
4/26,7,84.30393701,8890,4,0
4/26,8,84.08808933,8866,4,0
4/26,9,83.56179423,9564,4,0
4/26,10,83.73708429,9562,4,0
4/26,11,84.00339681,9715,4,0
4/26,12,84.12560437,9514,4,0
4/26,13,83.79817181,9627,4,0
4/26,14,83.34738357,9727,4,0
4/26,15,83.42267938,9965,4,0
4/26,16,84.04006748,9484,4,0
4/26,17,84.35812953,8832,4,0
4/26,18,84.84055242,7965,4,0
4/26,19,84.87162077,7953,4,0
4/26,20,85.26804531,7592,4,0
4/26,21,85.34744741,7463,4,0
4/26,22,85.85717865,7982,4,0
4/26,23,86.20834811,8457,4,0
4/27,0,84.79634248,8421,5,1
4/27,1,85.13606597,8246,5,1
4/27,2,84.8657208,7894,5,1
4/27,3,85.14110994,7604,5,1
4/27,4,84.81130869,7817,5,1
4/27,5,85.0339429,7601,5,1
4/27,6,84.90749051,8691,5,1
4/27,7,84.22605147,8821,5,1
4/27,8,83.96837093,8821,5,1
4/27,9,83.52236607,9501,5,1
4/27,10,83.64035733,9515,5,1
4/27,11,83.95432418,9655,5,1
4/27,12,84.04727657,9455,5,1
4/27,13,83.71591028,9585,5,1
4/27,14,83.27139314,9676,5,1
4/27,15,83.29047188,9939,5,1
4/27,16,83.9979828,9419,5,1
4/27,17,84.31366282,8761,5,1
4/27,18,84.75911854,7896,5,1
4/27,19,84.77738427,7906,5,1
4/27,20,85.17619804,7554,5,1
4/27,21,85.27877065,7386,5,1
4/27,22,85.78030016,7929,5,1
4/27,23,86.19474498,8411,5,1
4/28,0,85.18466651,8426,6,1
4/28,1,85.54744879,8251,6,1
4/28,2,85.25437041,7894,6,1
4/28,3,85.5756181,7604,6,1
4/28,4,85.17762148,7820,6,1
4/28,5,85.45111695,7610,6,1
4/28,6,85.26616057,8694,6,1
4/28,7,84.56668931,8832,6,1
4/28,8,84.34798909,8802,6,1
4/28,9,83.71331308,9547,6,1
4/28,10,83.99231902,9504,6,1
4/28,11,84.24417521,9657,6,1
4/28,12,84.40400085,9448,6,1
4/28,13,84.05281837,9580,6,1
4/28,14,83.56484448,9677,6,1
4/28,15,83.63918565,9922,6,1
4/28,16,84.3319911,9437,6,1
4/28,17,84.6323764,8778,6,1
4/28,18,85.16198786,7908,6,1
4/28,19,85.19380139,7905,6,1
4/28,20,85.61717922,7544,6,1
4/28,21,85.69047941,7405,6,1
4/28,22,86.16908884,7913,6,1
4/28,23,86.53428402,8415,6,1
4/29,0,85.05408668,8283,0,0
4/29,1,85.41565003,8115,0,0
4/29,2,85.17207079,7741,0,0
4/29,3,85.42084115,7466,0,0
4/29,4,85.08926244,7674,0,0
4/29,5,85.33623693,7462,0,0
4/29,6,85.13867165,8567,0,0
4/29,7,84.47021619,8696,0,0
4/29,8,84.20078332,8681,0,0
4/29,9,83.68177466,9399,0,0
4/29,10,83.88340999,9349,0,0
4/29,11,84.14007782,9509,0,0
4/29,12,84.26752688,9300,0,0
4/29,13,83.92932076,9437,0,0
4/29,14,83.41460604,9544,0,0
4/29,15,83.52156141,9786,0,0
4/29,16,84.19827957,9300,0,0
4/29,17,84.55507935,8633,0,0
4/29,18,85.04614591,7758,0,0
4/29,19,85.07079304,7755,0,0
4/29,20,85.48452494,7399,0,0
4/29,21,85.58518416,7249,0,0
4/29,22,86.10839655,7777,0,0
4/29,23,86.48887007,8266,0,0
4/30,0,85.23668931,8095,1,0
4/30,1,85.61279717,7908,1,0
4/30,2,85.35518474,7551,1,0
4/30,3,85.64929694,7254,1,0
4/30,4,85.27954972,7462,1,0
4/30,5,85.54094976,7265,1,0
4/30,6,85.33472803,8365,1,0
4/30,7,84.62214639,8498,1,0
4/30,8,84.31420153,8485,1,0
4/30,9,83.78209441,9215,1,0
4/30,10,83.94297197,9206,1,0
4/30,11,84.25187086,9354,1,0
4/30,12,84.41029009,9135,1,0
4/30,13,84.05337655,9255,1,0
4/30,14,83.5643988,9348,1,0
4/30,15,83.6412397,9583,1,0
4/30,16,84.34871964,9099,1,0
4/30,17,84.6905016,8433,1,0
4/30,18,85.24365415,7564,1,0
4/30,19,85.25207976,7573,1,0
4/30,20,85.70408447,7198,1,0
4/30,21,85.77925758,7058,1,0
4/30,22,86.2967759,7568,1,0
4/30,23,86.67773099,8074,1,0
5/1,0,84.31470554,8643,2,0
5/1,1,84.62621244,8454,2,0
5/1,2,84.34780999,8105,2,0
5/1,3,84.58653354,7812,2,0
5/1,4,84.3015972,8014,2,0
5/1,5,84.47981149,7851,2,0
5/1,6,84.44949608,8930,2,0
5/1,7,83.78210375,9041,2,0
5/1,8,83.56754066,9039,2,0
5/1,9,83.11344969,9740,2,0
5/1,10,83.23730208,9726,2,0
5/1,11,83.5645585,9898,2,0
5/1,12,83.70833333,9696,2,0
5/1,13,83.36878495,9835,2,0
5/1,14,82.9229213,9886,2,0
5/1,15,82.96445193,10099,2,0
5/1,16,83.59650212,9663,2,0
5/1,17,83.87166313,8953,2,0
5/1,18,84.21049398,8138,2,0
5/1,19,84.2528536,8060,2,0
5/1,20,84.64652724,7746,2,0
5/1,21,84.67370087,7582,2,0
5/1,22,85.19058131,8154,2,0
5/1,23,85.613639,8637,2,0
5/2,0,84.25206612,8712,3,0
5/2,1,84.52510558,8524,3,0
5/2,2,84.26013969,8161,3,0
5/2,3,84.50913706,7880,3,0
5/2,4,84.20411196,8074,3,0
5/2,5,84.45628485,7892,3,0
5/2,6,84.38790511,8979,3,0
5/2,7,83.73008219,9125,3,0
5/2,8,83.54447617,9106,3,0
5/2,9,83.06619072,9805,3,0
5/2,10,83.22148338,9775,3,0
5/2,11,83.54405861,9964,3,0
5/2,12,83.65700533,9764,3,0
5/2,13,83.33221952,9876,3,0
5/2,14,82.87799718,9926,3,0
5/2,15,82.91354382,10167,3,0
5/2,16,83.52978636,9736,3,0
5/2,17,83.79196716,9013,3,0
5/2,18,84.16136114,8199,3,0
5/2,19,84.20721497,8122,3,0
5/2,20,84.56679023,7823,3,0
5/2,21,84.60094081,7653,3,0
5/2,22,85.11443576,8188,3,0
5/2,23,85.54161391,8687,3,0
5/3,0,84.26422952,8644,4,0
5/3,1,84.55958427,8467,4,0
5/3,2,84.2974106,8110,4,0
5/3,3,84.55168453,7836,4,0
5/3,4,84.26325,8000,4,0
5/3,5,84.47208057,7844,4,0
5/3,6,84.44545251,8928,4,0
5/3,7,83.76893311,9045,4,0
5/3,8,83.55694383,9044,4,0
5/3,9,83.09116136,9730,4,0
5/3,10,83.24776212,9719,4,0
5/3,11,83.56435644,9898,4,0
5/3,12,83.68447102,9698,4,0
5/3,13,83.34830775,9839,4,0
5/3,14,82.94166414,9891,4,0
5/3,15,82.91152629,10116,4,0
5/3,16,83.53569212,9666,4,0
5/3,17,83.81247907,8959,4,0
5/3,18,84.15278801,8142,4,0
5/3,19,84.22488867,8084,4,0
5/3,20,84.58990211,7764,4,0
5/3,21,84.62450645,7598,4,0
5/3,22,85.1448902,8151,4,0
5/3,23,85.57646923,8644,4,0
5/4,0,84.21754781,8890,5,1
5/4,1,84.5586682,8710,5,1
5/4,2,84.21629079,8336,5,1
5/4,3,84.46899032,8062,5,1
5/4,4,84.15363196,8260,5,1
5/4,5,84.40401288,8074,5,1
5/4,6,84.36360656,9150,5,1
5/4,7,83.73537665,9266,5,1
5/4,8,83.49039914,9270,5,1
5/4,9,83.05482478,9959,5,1
5/4,10,83.23528228,9937,5,1
5/4,11,83.52439869,10103,5,1
5/4,12,83.6284131,9925,5,1
5/4,13,83.32122238,10046,5,1
5/4,14,82.89695829,10093,5,1
5/4,15,82.89007367,10316,5,1
5/4,16,83.52875076,9878,5,1
5/4,17,83.78990956,9177,5,1
5/4,18,84.11489311,8373,5,1
5/4,19,84.16051461,8317,5,1
5/4,20,84.52660573,7987,5,1
5/4,21,84.57647511,7813,5,1
5/4,22,85.09440935,8389,5,1
5/4,23,85.49199369,8868,5,1
5/5,0,83.83418108,8847,6,1
5/5,1,84.14374784,8661,6,1
5/5,2,83.85759036,8300,6,1
5/5,3,84.07190843,8038,6,1
5/5,4,83.78435184,8231,6,1
5/5,5,84.02886649,8037,6,1
5/5,6,84.04054054,9102,6,1
5/5,7,83.40536738,9241,6,1
5/5,8,83.1758206,9231,6,1
5/5,9,82.79471134,9908,6,1
5/5,10,82.93006569,9895,6,1
5/5,11,83.2170558,10108,6,1
5/5,12,83.30965134,9895,6,1
5/5,13,83.03510702,9998,6,1
5/5,14,82.61134328,10050,6,1
5/5,15,82.631134,10291,6,1
5/5,16,83.21073498,9837,6,1
5/5,17,83.43261868,9142,6,1
5/5,18,83.74871119,8341,6,1
5/5,19,83.79980646,8267,6,1
5/5,20,84.12269245,7963,6,1
5/5,21,84.1610213,7794,6,1
5/5,22,84.70772367,8338,6,1
5/5,23,85.13562776,8833,6,1
5/6,0,84.07239394,8509,0,0
5/6,1,84.37130142,8314,0,0
5/6,2,84.0464474,7966,0,0
5/6,3,84.3012487,7688,0,0
5/6,4,83.97995433,7882,0,0
5/6,5,84.21551836,7707,0,0
5/6,6,84.19906563,8776,0,0
5/6,7,83.51204212,8927,0,0
5/6,8,83.27721107,8921,0,0
5/6,9,82.85421223,9603,0,0
5/6,10,83.01595079,9592,0,0
5/6,11,83.37212644,9744,0,0
5/6,12,83.45476364,9583,0,0
5/6,13,83.13283828,9696,0,0
5/6,14,82.65811267,9781,0,0
5/6,15,82.73542691,9967,0,0
5/6,16,83.33613005,9535,0,0
5/6,17,83.58367255,8844,0,0
5/6,18,83.90229598,8014,0,0
5/6,19,83.99182287,7949,0,0
5/6,20,84.3439958,7628,0,0
5/6,21,84.37825154,7458,0,0
5/6,22,84.96541391,8009,0,0
5/6,23,85.40557385,8504,0,0
5/7,0,84.51688218,8352,1,0
5/7,1,84.84628543,8184,1,0
5/7,2,84.56680317,7814,1,0
5/7,3,84.83342189,7528,1,0
5/7,4,84.49295957,7741,1,0
5/7,5,84.73040254,7552,1,0
5/7,6,84.62953967,8646,1,0
5/7,7,83.96542675,8764,1,0
5/7,8,83.71759471,8764,1,0
5/7,9,83.23793906,9452,1,0
5/7,10,83.38131019,9449,1,0
5/7,11,83.71507162,9634,1,0
5/7,12,83.84732095,9425,1,0
5/7,13,83.48540948,9561,1,0
5/7,14,83.02828619,9616,1,0
5/7,15,83.06143831,9831,1,0
5/7,16,83.69678928,9406,1,0
5/7,17,84.04867359,8670,1,0
5/7,18,84.40545362,7848,1,0
5/7,19,84.4592859,7786,1,0
5/7,20,84.90560985,7469,1,0
5/7,21,84.93061448,7307,1,0
5/7,22,85.45557392,7867,1,0
5/7,23,85.87401387,8366,1,0
5/8,0,84.57699919,8591,2,0
5/8,1,84.91089698,8406,2,0
5/8,2,84.60450641,8033,2,0
5/8,3,84.83668471,7758,2,0
